User-ID,ISBN,Book-Rating
6575,080411918X,0
6575,082177462X,0
6575,140003065X,0
6575,1400031346,9
6575,1400031354,9
6575,1400031362,0
6575,1400034779,9
6575,1556618662,0
6575,1558744606,0
6575,1558744630,0
6575,1565122968,0
6575,156947012X,0
6575,1573220280,0
6575,1573220485,0
6575,1573223425,6
6575,1573225789,0
6575,1573226521,0
6575,1573227889,0
6575,1573228737,0
6575,1573229326,0
6575,1573229385,0
6575,1573229725,8
6575,1885171080,6
7158,006053429X,0
7158,015600710X,0
7158,031242227X,0
7158,034543739X,0
7158,037540256X,0
7158,038529929X,0
7158,039915180X,0
7158,042511774X,0
7158,042513525X,0
7158,052594527X,0
7158,055310666X,0
7158,067100042X,6
7158,067189109X,0
7158,067942525X,10
7158,074343627X,1
7158,081296814X,0
7158,1400042070,0
7158,1401300316,0
7158,1551662604,0
7158,1551667401,0
7158,1551668998,0
7158,155874262X,7
7158,1558744592,0
7158,1841952974,0
7346,006016848X,0
7346,006091565X,0
7346,006101351X,0
7346,014018869X,6
7346,014025448X,0
7346,014029628X,8
7346,014034294X,0
7346,014100018X,0
7346,031231616X,0
7346,034529873X,8
7346,034530456X,6
7346,034539092X,0
7346,034540761X,0
7346,034543479X,0
7346,037542217X,0
7346,038072152X,6
7346,038542017X,0
7346,042518045X,0
7346,042518272X,0
7346,042518403X,6
7346,043936213X,9
7346,044022103X,0
7346,044022165X,0
7346,044040665X,0
7346,044048474X,7
7346,051513287X,0
7346,052594527X,0
7346,055327824X,8
7346,059030271X,10
7346,059045367X,0
7346,059045370X,0
7346,059045899X,0
7346,059056885X,0
7346,067172262X,0
7346,067172942X,0
7346,067976402X,0
7346,068483376X,0
7346,068484477X,0
7346,075820230X,0
7346,080410753X,8
7346,1558531025,9
7346,155874262X,7
7346,1558743316,7
7346,1558743669,0
7346,1558744630,0
7346,1558745157,0
7346,1559029838,8
7346,1573225312,0
7346,1573225517,0
7346,1573225789,0
7346,1573229725,0
8067,014028009X,5
8067,031298328X,10
8067,038081918X,0
8067,038533656X,10
8067,042513699X,0
8067,042518630X,2
8067,044661078X,0
8067,055357258X,10
8067,074342347X,0
8067,075820230X,10
8067,1551665204,10
8067,1551666189,10
8067,1551667436,0
8067,1551668270,8
8067,1551668440,0
8067,1551668637,10
8067,1551669412,10
8067,1551669498,10
8067,1573223328,0
8067,1575667215,0
8067,1575667223,10
8067,159184021X,10
8245,006109868X,0
8245,014023313X,0
8245,037570504X,0
8245,037570910X,0
8245,038072975X,7
8245,038549730X,0
8245,039592720X,8
8245,039914255X,8
8245,042513699X,7
8245,044021145X,9
8245,051511779X,7
8245,055358264X,8
8245,067102423X,0
8245,068484477X,0
8245,080213825X,8
8245,080410946X,0
8245,080411918X,0
8245,140003065X,9
8245,1551665301,0
8245,1573228737,0
8245,193156146X,0
8681,006039384X,9
8681,014028009X,0
8681,014043187X,8
8681,037540600X,0
8681,038572179X,0
8681,044022330X,0
8681,044900371X,0
8681,044900483X,7
8681,055329461X,0
8681,055356921X,0
8681,068480087X,0
8681,080411109X,0
8681,081297106X,10
8681,1563890119,0
8681,1573221937,0
8681,157322202X,10
8681,1573225517,10
8681,1573227331,8
8936,039914210X,0
8936,039914465X,9
8936,039914613X,0
8936,039914739X,0
8936,042510687X,0
8936,044011585X,0
8936,044018293X,0
8936,044021145X,0
8936,055329170X,0
8936,055357227X,0
8936,055357602X,0
8936,059045370X,0
8936,067102423X,0
8936,067164257X,0
8936,1551662779,8
8936,1551664313,7
8936,1551669455,10
10314,006019491X,0
10314,014023313X,5
10314,034545104X,9
10314,037570504X,0
10314,038572179X,7
10314,042513699X,0
10314,051512558X,0
10314,055327824X,3
10314,068484477X,7
10314,1400060117,0
10314,155874262X,0
10314,1558744150,6
10314,1573222267,7
10314,1573225789,8
10314,1573229326,7
10314,1573229350,8
10447,006101351X,0
10447,014025448X,9
10447,031231616X,8
10447,034536676X,0
10447,034538430X,0
10447,034543739X,0
10447,037570504X,0
10447,038079487X,7
10447,038572179X,0
10447,042516876X,6
10447,044023722X,0
10447,044990542X,0
10447,067103619X,0
10447,067976402X,0
10447,068484477X,9
10447,080411188X,0
10447,080411935X,8
10447,1400034779,0
10447,1551668653,0
10447,155874262X,6
10447,1558746226,6
10447,1573220280,6
10447,1573227889,5
10447,157322930X,0
11601,006092988X,0
11601,006109398X,6
11601,006109918X,0
11601,006109921X,0
11601,006251279X,0
11601,014006690X,0
11601,014017737X,0
11601,014023313X,0
11601,014025448X,0
11601,014034991X,0
11601,031205436X,0
11601,031298250X,0
11601,034538184X,0
11601,034541389X,0
11601,038071907X,0
11601,038072121X,0
11601,038072880X,0
11601,038531700X,0
11601,038542017X,0
11601,038542471X,0
11601,039914613X,0
11601,042510429X,0
11601,042511872X,0
11601,042512164X,0
11601,042517140X,0
11601,042518904X,0
11601,044166251X,0
11601,044651862X,0
11601,044661064X,0
11601,044900371X,0
11601,051512463X,0
11601,051512558X,0
11601,055329170X,0
11601,055358099X,0
11601,067102096X,0
11601,067172262X,0
11601,067945960X,0
11601,067973709X,0
11601,067976402X,0
11601,068484477X,0
11601,080410526X,0
11601,080410753X,0
11601,080411109X,0
11601,1551667509,0
11601,1551668122,0
11601,1551668246,0
11601,1551669153,0
11601,155874262X,0
11601,1558743669,0
11601,1558745718,0
11601,1573225517,0
11601,1573225789,10
11601,1573229385,5
11601,1592400876,0
11676,000649840X,8
11676,002542730X,6
11676,006000438X,6
11676,006001203X,0
11676,006015957X,0
11676,006016848X,9
11676,006017773X,8
11676,006019443X,8
11676,006019491X,10
11676,006092988X,9
11676,006093090X,10
11676,006098824X,5
11676,006099486X,10
11676,006101351X,8
11676,006104444X,0
11676,006109286X,6
11676,006109918X,8
11676,006109921X,9
11676,006251279X,8
11676,006440031X,7
11676,006440188X,10
11676,014016930X,0
11676,014023313X,6
11676,014023828X,10
11676,014025448X,10
11676,014027927X,9
11676,014028009X,8
11676,014029628X,7
11676,014034294X,0
11676,014034893X,9
11676,014038572X,8
11676,014100018X,10
11676,014131088X,10
11676,031208188X,0
11676,031215125X,7
11676,031224262X,2
11676,031242227X,7
11676,031298250X,8
11676,031298328X,0
11676,034529873X,10
11676,034530988X,10
11676,034531221X,0
11676,034536676X,10
11676,034538475X,6
11676,034540047X,7
11676,034540288X,10
11676,034540761X,8
11676,034541005X,10
11676,034541389X,6
11676,034542705X,10
11676,034543076X,8
11676,034543479X,0
11676,034543739X,10
11676,034544177X,0
11676,034544227X,7
11676,037322687X,8
11676,037387216X,6
11676,037540256X,7
11676,037541200X,0
11676,037541309X,8
11676,037570387X,10
11676,037570504X,0
11676,037570745X,0
11676,037570924X,8
11676,037582233X,9
11676,038000321X,0
11676,038000917X,0
11676,038056176X,0
11676,038071843X,0
11676,038072152X,9
11676,038072880X,6
11676,038073186X,0
11676,038079487X,10
11676,038079960X,0
11676,038081093X,10
11676,038081658X,0
11676,038081918X,7
11676,038082101X,8
11676,038089968X,10
11676,038529929X,0
11676,038531258X,7
11676,038531292X,10
11676,038531695X,8
11676,038531700X,9
11676,038533303X,7
11676,038533558X,9
11676,038533656X,9
11676,038542017X,8
11676,038542471X,10
11676,038548951X,9
11676,038549081X,9
11676,038549730X,0
11676,038549744X,0
11676,038550120X,10
11676,038550926X,5
11676,038572179X,0
11676,039304632X,7
11676,039480001X,10
11676,039592720X,8
11676,039914563X,0
11676,039914613X,8
11676,039914675X,10
11676,039914739X,0
11676,039914840X,8
11676,039914868X,8
11676,039915079X,0
11676,042507160X,0
11676,042510107X,0
11676,042510687X,8
11676,042511774X,5
11676,042511984X,8
11676,042512164X,0
11676,042513024X,0
11676,042513525X,8
11676,042513699X,0
11676,042516019X,9
11676,042516098X,5
11676,042516828X,8
11676,042517140X,0
11676,042517400X,0
11676,042517736X,0
11676,042518000X,5
11676,042518109X,0
11676,042518272X,0
11676,042518286X,5
11676,042518336X,0
11676,042518403X,9
11676,042518627X,0
11676,042518630X,10
11676,042518904X,6
11676,043912042X,10
11676,043935806X,0
11676,043936213X,10
11676,043942089X,0
11676,044020271X,7
11676,044020352X,6
11676,044021145X,1
11676,044021422X,0
11676,044021873X,5
11676,044022103X,8
11676,044022165X,0
11676,044022442X,5
11676,044022859X,10
11676,044023669X,8
11676,044023672X,9
11676,044023722X,8
11676,044024126X,6
11676,044048474X,0
11676,044098761X,7
11676,044100069X,6
11676,044100315X,7
11676,044100914X,3
11676,044651652X,8
11676,044651747X,0
11676,044651862X,10
11676,044652087X,5
11676,044661064X,10
11676,044661193X,6
11676,048627263X,6
11676,051508901X,4
11676,051510566X,0
11676,051511605X,5
11676,051511992X,8
11676,051512219X,9
11676,051512608X,7
11676,051512768X,4
11676,051513175X,0
11676,051513239X,8
11676,051513287X,10
11676,051513290X,5
11676,051513399X,10
11676,051513452X,0
11676,051513595X,7
11676,051513628X,0
11676,052594527X,8
11676,055314300X,7
11676,055321313X,7
11676,055323370X,7
11676,055327418X,10
11676,055327953X,0
11676,055328942X,10
11676,055337933X,6
11676,055356160X,9
11676,055356451X,9
11676,055356773X,6
11676,055357227X,7
11676,055357230X,7
11676,055357339X,0
11676,055357910X,0
11676,055358264X,0
11676,059035342X,10
11676,059045367X,8
11676,059045370X,0
11676,059056885X,0
11676,060961004X,0
11676,060980619X,8
11676,067081976X,8
11676,067088300X,0
11676,067091021X,8
11676,067100042X,5
11676,067100767X,0
11676,067101417X,6
11676,067101420X,4
11676,067102096X,10
11676,067102423X,8
11676,067102535X,6
11676,067102731X,0
11676,067103619X,8
11676,067150987X,0
11676,067153288X,6
11676,067155302X,10
11676,067164257X,3
11676,067168390X,0
11676,067172262X,9
11676,067172519X,7
11676,067179356X,5
11676,067941388X,7
11676,067945960X,6
11676,067974388X,0
11676,067976402X,10
11676,067978148X,0
11676,068416325X,9
11676,068419337X,3
11676,068480087X,9
11676,068480297X,5
11676,068484267X,0
11676,068484477X,4
11676,068487217X,0
11676,068803036X,0
11676,074320607X,9
11676,074321689X,5
11676,074322454X,0
11676,074322535X,9
11676,074324642X,10
11676,074325547X,10
11676,074341232X,7
11676,074343627X,10
11676,075820230X,10
11676,076790284X,0
11676,076790592X,0
11676,076791404X,8
11676,078686818X,8
11676,078688097X,7
11676,080213825X,3
11676,080410526X,6
11676,080410753X,8
11676,080410882X,0
11676,080410946X,0
11676,080411109X,9
11676,080411868X,0
11676,080411935X,0
11676,081257639X,10
11676,082177462X,10
11676,084232920X,10
11676,084233226X,0
11676,087113795X,6
11676,1400030382,0
11676,140003065X,0
11676,1400030927,6
11676,1400031346,9
11676,1400031354,8
11676,1400031362,0
11676,140003180X,0
11676,140003339X,7
11676,1400034779,0
11676,1400041414,0
11676,1400042070,9
11676,1400077354,10
11676,1400077826,9
11676,1401300316,6
11676,1550544683,7
11676,1551660253,0
11676,1551660342,8
11676,1551660717,8
11676,1551662914,8
11676,1551664348,5
11676,1551664933,8
11676,1551665301,7
11676,1551665352,10
11676,1551665700,0
11676,1551665794,0
11676,1551666510,0
11676,1551666618,0
11676,1551666650,4
11676,155166674X,9
11676,1551666839,0
11676,1551666952,9
11676,1551667002,10
11676,1551667010,5
11676,1551667215,8
11676,1551667223,10
11676,1551667363,7
11676,1551667436,7
11676,1551667479,9
11676,1551667509,0
11676,1551667517,6
11676,1551667894,7
11676,1551667908,6
11676,1551667967,6
11676,1551668009,6
11676,1551668017,3
11676,1551668068,0
11676,1551668157,8
11676,155166819X,5
11676,1551668246,10
11676,1551668300,0
11676,1551668378,5
11676,1551668696,0
11676,1551668726,8
11676,1551668815,0
11676,1551668912,0
11676,1551668939,7
11676,1551668947,0
11676,1551669021,1
11676,1551669099,8
11676,1551669153,10
11676,1551669226,8
11676,1551669234,0
11676,1551669250,7
11676,1551669293,0
11676,1551669315,7
11676,1551669382,0
11676,1551669390,9
11676,1551669455,8
11676,1551669498,0
11676,155166951X,7
11676,1558531025,10
11676,1558531564,7
11676,155874262X,7
11676,1558743316,0
11676,1558743669,0
11676,1558743790,0
11676,1558744150,10
11676,1558744606,10
11676,1558744630,0
11676,1558745157,10
11676,1558745718,8
11676,1558746226,9
11676,1558747028,0
11676,1558747109,10
11676,1558747613,7
11676,1559029838,9
11676,1560761555,0
11676,1560974273,8
11676,1563890119,9
11676,1565122968,0
11676,1566840287,0
11676,1570613818,6
11676,1573220221,8
11676,1573220485,8
11676,1573220876,0
11676,1573221112,0
11676,1573221775,0
11676,1573221937,7
11676,1573222038,9
11676,1573222267,9
11676,1573223328,8
11676,1573223425,8
11676,1573225789,10
11676,1573226106,10
11676,1573227331,5
11676,1573227358,0
11676,1573227889,10
11676,1573229083,0
11676,157322930X,0
11676,1573229326,7
11676,1573229571,7
11676,1573229725,0
11676,1575668807,8
11676,1576730360,0
11676,1576738167,0
11676,1578562325,6
11676,1580082319,10
11676,1583224890,8
11676,1588720020,0
11676,1592400876,9
11676,1841721522,10
11676,184195425X,0
11676,1841954608,8
11676,1844261085,8
11676,1844262553,8
11676,1853260002,10
11676,1853260053,0
11676,1853260150,7
11676,1853260207,6
11676,185326024X,5
11676,1853260398,0
11676,1853260436,6
11676,1853260789,9
11676,1853261580,10
11676,1857022424,8
11676,1860461670,9
11676,1860492592,0
11676,1878424114,6
11676,1881273156,8
11676,1888054557,10
11676,1896860982,8
11676,193156146X,10
11676,1931561648,10
11676,2070360024,0
11676,2070362388,7
11676,207038165X,8
11676,2070416801,10
11676,2070419657,7
11676,2253044903,10
11676,2253057843,0
11676,2253063339,5
11676,2266104535,1
11676,2290045764,9
11676,2290302155,10
11676,2290311782,8
11676,3250600555,9
11676,3257061269,8
11676,325722575X,5
11676,3257227264,5
11676,3257227809,3
11676,3257228007,0
11676,3257229364,8
11676,3257229534,0
11676,3379015180,9
11676,3404129423,9
11676,3404142942,8
11676,3404148665,10
11676,3423105518,10
11676,3423201509,8
11676,3423202327,8
11676,3423202947,9
11676,3423203668,0
11676,3423204206,0
11676,3426600218,0
11676,3442092981,9
11676,3442413338,4
11676,3442414199,7
11676,3442424623,0
11676,3442433495,0
11676,3442442354,0
11676,344244392X,8
11676,3442444365,8
11676,3442453305,8
11676,3442455707,7
11676,3442541751,7
11676,3442727952,0
11676,3453025423,0
11676,345305136X,0
11676,3453061187,0
11676,3453071174,8
11676,3453150538,0
11676,3462028189,8
11676,3462032283,7
11676,3492045170,9
11676,3492225926,10
11676,3492238696,8
11676,3499226375,0
11676,3499232871,5
11676,3518368001,0
11676,3548359698,8
11676,3548603203,9
11676,3551551677,8
11676,3596215226,5
11676,3596247500,5
11676,3596259924,10
11676,3746614007,0
11676,3822860867,0
11676,8408043641,5
11676,8420634093,0
11676,8423310353,7
11676,8445071416,0
11676,8472236552,7
11676,8483101610,0
11676,849550152X,0
11676,8804342838,6
11676,8806142100,8
11676,8806143042,7
11676,880781000X,7
11676,8807813025,9
11676,8817106100,8
11676,8885989403,0
12538,002542730X,10
12538,006440031X,0
12538,014006690X,0
12538,034542705X,10
12538,037382503X,0
12538,038542471X,0
12538,042510107X,0
12538,042510429X,0
12538,042510687X,0
12538,044021145X,0
12538,044022165X,0
12538,044098761X,9
12538,044100315X,0
12538,044920703X,0
12538,055321313X,0
12538,055323336X,0
12538,055325846X,0
12538,055327449X,0
12538,055327953X,0
12538,067100042X,7
12538,067102423X,8
12538,067151699X,9
12538,074343627X,0
12538,080410526X,0
12538,084233226X,10
12538,1401088945,0
12538,1551667401,0
12538,1551669153,0
12538,1558743316,0
12538,1558743669,0
12538,1558745718,10
12538,1558746161,0
12538,1558746226,0
12538,1558746463,0
12538,1558747613,0
13273,014025448X,8
13273,015100692X,9
13273,038070613X,0
13273,038533558X,0
13273,038550120X,0
13273,039914787X,0
13273,042510107X,0
13273,044021145X,0
13273,051510566X,0
13273,051513225X,0
13273,067976402X,0
13273,068484477X,0
13273,068487217X,8
13273,074341134X,0
13273,080410526X,0
13273,080410946X,0
13273,080411868X,0
13273,084233226X,8
13273,087113795X,8
13273,089480829X,0
13273,1400031346,8
13273,1400031354,0
13273,1400034779,0
13273,1551660520,0
13273,155166576X,0
13273,1551667967,0
13273,1551668912,0
13273,1551669234,5
13273,1551669307,0
13273,156584100X,0
13273,1566840287,0
13273,1573222038,0
13273,1573225789,0
13273,1573229326,0
13552,002542730X,0
13552,006001203X,5
13552,006092988X,0
13552,006098824X,0
13552,034539657X,0
13552,037325055X,0
13552,038079487X,0
13552,038081479X,9
13552,038531292X,0
13552,038533656X,0
13552,038550117X,0
13552,038550120X,0
13552,042513525X,8
13552,044021145X,0
13552,044022165X,8
13552,044023669X,0
13552,044023722X,0
13552,044651652X,8
13552,044652087X,0
13552,051511054X,9
13552,051511992X,7
13552,051512317X,7
13552,051512608X,0
13552,051513628X,8
13552,055327824X,0
13552,055356451X,0
13552,055357602X,0
13552,067102423X,0
13552,067102535X,7
13552,067164257X,9
13552,067942573X,8
13552,067976397X,0
13552,068484267X,0
13552,068484477X,0
13552,078688939X,0
13552,080213825X,0
13552,080410526X,0
13552,080411868X,0
13552,081296814X,0
13552,1551662914,7
13552,155166531X,8
13552,1551666189,0
13552,1551666618,0
13552,1551667436,0
13552,1551668653,0
13552,1558745157,0
13552,1566840287,0
13552,157322930X,0
13552,1573229385,0
14422,006016848X,0
14422,006018650X,0
14422,014005829X,0
14422,014023313X,0
14422,015100692X,10
14422,031215125X,8
14422,037325024X,0
14422,038076654X,0
14422,038531700X,0
14422,042518109X,0
14422,044651652X,7
14422,044990928X,0
14422,051512219X,0
14422,055358068X,0
14422,060960225X,0
14422,067101417X,0
14422,067189109X,0
14422,067976402X,0
14422,068484267X,5
14422,068484477X,0
14422,074341134X,0
14422,080213825X,0
14422,1400031354,0
14422,1400034779,9
14422,1551665336,0
14422,1551665344,0
14422,1551669382,0
14422,155874262X,7
14422,1558743316,7
14422,1573222259,0
14422,1573225541,7
14422,1573229725,0
14521,006101351X,5
14521,006109921X,0
14521,014023828X,0
14521,034531221X,5
14521,034532532X,0
14521,034540288X,0
14521,034540761X,0
14521,038000917X,0
14521,042510107X,0
14521,042512164X,0
14521,042517736X,0
14521,042518109X,0
14521,044021145X,0
14521,044022165X,0
14521,044023669X,0
14521,044023722X,0
14521,044661078X,0
14521,051511992X,0
14521,055328942X,0
14521,055356451X,0
14521,055356773X,0
14521,055357227X,0
14521,055357230X,0
14521,055357695X,5
14521,067102423X,0
14521,067164257X,0
14521,067169507X,0
14521,068416325X,10
14521,068484267X,0
14521,074342347X,0
14521,074343627X,0
14521,1400034779,0
14521,1401088945,0
14521,1551668068,0
14521,1576737330,9
14521,158062524X,0
15408,006101351X,9
15408,014023313X,0
15408,031205436X,0
15408,031208188X,0
15408,037540600X,0
15408,037570504X,0
15408,042516098X,0
15408,042518000X,0
15408,042518045X,0
15408,042518403X,0
15408,044022165X,0
15408,044023719X,0
15408,044024126X,0
15408,044651652X,0
15408,055327418X,0
15408,055329170X,0
15408,059045367X,0
15408,067088300X,0
15408,067941388X,0
15408,076790382X,0
15408,078688939X,0
15408,080410526X,0
15408,080410753X,0
15408,080411868X,0
15408,140003065X,0
15408,1558744150,0
15408,1558746226,0
15408,1573227889,0
15408,1853260053,0
16106,006109868X,10
16106,034540761X,0
16106,034541389X,7
16106,038073320X,0
16106,038548951X,0
16106,038550120X,0
16106,042517400X,0
16106,042518336X,10
16106,044022392X,9
16106,067091021X,10
16106,067976397X,0
16106,080411935X,0
16106,1400034779,10
16106,1551665794,0
16106,1551668270,0
16106,1570613818,9
16106,1573220221,0
16106,1573220485,8
16106,1573229083,10
16106,1878424319,0
16634,006016848X,7
16634,006098824X,0
16634,006103018X,0
16634,014043187X,0
16634,015100692X,9
16634,034532532X,0
16634,034541215X,0
16634,037325024X,0
16634,038039586X,0
16634,038081658X,8
16634,038529929X,0
16634,038531292X,0
16634,042510107X,0
16634,042517140X,0
16634,042518286X,0
16634,042518630X,0
16634,044651862X,0
16634,044661095X,0
16634,044920703X,0
16634,048627263X,0
16634,052594527X,0
16634,055321313X,0
16634,055321330X,8
16634,055356451X,0
16634,067082982X,8
16634,067169071X,0
16634,067976402X,8
16634,068484267X,0
16634,080410526X,0
16634,080411188X,0
16634,089480829X,0
16634,1400031699,0
16634,1558744150,0
16634,1560761555,0
16634,156584100X,0
16795,002542730X,0
16795,006000925X,0
16795,006001203X,8
16795,006017613X,9
16795,006104444X,0
16795,006440188X,8
16795,014025448X,0
16795,014100018X,0
16795,031242227X,9
16795,034536208X,0
16795,034537536X,0
16795,034538184X,0
16795,034538430X,5
16795,034543739X,8
16795,037322687X,0
16795,037322706X,0
16795,038072118X,0
16795,038072975X,0
16795,038081918X,0
16795,038089968X,0
16795,038531292X,9
16795,038533334X,6
16795,038533558X,9
16795,039480001X,5
16795,042510429X,0
16795,042510687X,8
16795,042513525X,0
16795,042513699X,7
16795,042514898X,0
16795,042515601X,0
16795,042516876X,10
16795,042517400X,0
16795,042517736X,6
16795,042518109X,9
16795,042518286X,0
16795,044018293X,8
16795,044020271X,0
16795,044021145X,0
16795,044021422X,6
16795,044021596X,0
16795,044022103X,8
16795,044022165X,5
16795,044023574X,0
16795,044023722X,0
16795,044024126X,0
16795,044651652X,9
16795,044651747X,8
16795,044651862X,6
16795,044651974X,8
16795,044661193X,0
16795,051508901X,8
16795,051510521X,9
16795,051511054X,0
16795,051511331X,0
16795,051511992X,10
16795,051513287X,0
16795,051513290X,8
16795,051513628X,0
16795,055326611X,0
16795,055329170X,0
16795,055356160X,0
16795,055356451X,0
16795,055357602X,0
16795,055358264X,0
16795,059045899X,0
16795,059048351X,0
16795,059056885X,5
16795,067088300X,0
16795,067100042X,0
16795,067101420X,0
16795,067102423X,0
16795,067103619X,0
